tourney_name,surface,tourney_level,tourney_date,year,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_age_category,winner_rank,winner_rank_points,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_age_category,loser_rank,loser_rank_points,score,best_of,w_ace,w_bpSaved,w_bpFaced,l_ace,l_bpSaved,l_bpFaced
Wimbledon,Grass,G,2016-06-27,2016,Roger Federer,R,185,SUI,34,viejo,3,6425,Daniel Evans,R,175,GBR,26,joven,91,648,6-4 6-2 6-2,5,11,1,2,0,9,15
Wimbledon,Grass,G,2016-06-27,2016,Steve Johnson,R,188,USA,26,joven,29,1385,Grigor Dimitrov,R,188,BUL,25,joven,37,1150,6-7(6) 7-6(3) 6-4 6-2,5,11,11,14,8,10,16
Wimbledon,Grass,G,2016-06-27,2016,Marin Cilic,R,198,CRO,27,adulto,13,2695,Lukas Lacko,R,185,SVK,28,adulto,123,501,6-3 6-3 6-4,5,19,0,1,2,16,21
Wimbledon,Grass,G,2016-06-27,2016,Kei Nishikori,R,178,JPN,26,joven,6,4155,Andrey Kuznetsov,R,185,RUS,25,joven,42,1013,7-5 6-3 7-5,5,4,2,4,8,5,10
Wimbledon,Grass,G,2016-06-27,2016,Jiri Vesely,L,186,CZE,22,joven,64,780,Joao Sousa,R,186,POR,27,adulto,31,1275,6-2 6-2 7-5,5,12,1,1,2,3,8
Wimbledon,Grass,G,2016-06-27,2016,Tomas Berdych,R,196,CZE,30,adulto,9,2950,Alexander Zverev,R,186,GER,19,muy joven,28,1385,6-3 6-4 4-6 6-1,5,13,4,6,8,4,10
Wimbledon,Grass,G,2016-06-27,2016,Bernard Tomic,R,193,AUS,23,joven,19,1760,Roberto Bautista Agut,R,186,ESP,28,adulto,15,2150,6-2 6-4 6-4,5,9,5,5,5,4,8
Wimbledon,Grass,G,2016-06-27,2016,Lucas Pouille,R,186,FRA,22,joven,30,1311,Juan Martin Del Potro,R,198,ARG,27,adulto,165,320,6-7(4) 7-6(6) 7-5 6-1,5,18,10,12,7,2,7
Wimbledon,Grass,G,2016-06-27,2016,Richard Gasquet,R,185,FRA,30,adulto,10,2905,Albert Ramos,L,188,ESP,28,adulto,36,1165,2-6 7-6(5) 6-2 6-3,5,6,3,5,7,4,8
Wimbledon,Grass,G,2016-06-27,2016,Jo Wilfried Tsonga,R,188,FRA,31,adulto,12,2725,John Isner,R,206,USA,31,adulto,17,2055,6-7(3) 3-6 7-6(5) 6-2 19-17,5,21,3,4,38,3,6
Wimbledon,Grass,G,2016-06-27,2016,Nick Kyrgios,R,186,AUS,21,joven,18,1855,Feliciano Lopez,L,188,ESP,34,viejo,21,1630,6-3 6-7(2) 6-3 6-4,5,27,4,6,11,7,12
Wimbledon,Grass,G,2016-06-27,2016,Andy Murray,R,190,GBR,29,adulto,2,8915,John Millman,R,183,AUS,27,adulto,67,770,6-3 7-5 6-2,5,8,3,5,1,7,13
Wimbledon,Grass,G,2016-06-27,2016,Sam Querrey,R,198,USA,28,adulto,41,1075,Nicolas Mahut,R,190,FRA,34,viejo,51,919,6-4 7-6(5) 6-4,5,23,0,1,9,4,7
Wimbledon,Grass,G,2016-06-27,2016,Milos Raonic,R,196,CAN,25,joven,7,3175,David Goffin,R,163,BEL,25,joven,11,2780,4-6 3-6 6-4 6-4 6-4,5,22,6,9,12,7,10
Wimbledon,Grass,G,2016-06-27,2016,Roger Federer,R,185,SUI,34,viejo,3,6425,Steve Johnson,R,188,USA,26,joven,29,1385,6-2 6-3 7-5,5,6,3,4,8,5,10
Wimbledon,Grass,G,2016-06-27,2016,Marin Cilic,R,198,CRO,27,adulto,13,2695,Kei Nishikori,R,178,JPN,26,joven,6,4155,6-1 5-1 RET,5,17,0,1,0,3,8
Wimbledon,Grass,G,2016-06-27,2016,Tomas Berdych,R,196,CZE,30,adulto,9,2950,Jiri Vesely,L,186,CZE,22,joven,64,780,4-6 6-3 7-6(8) 6-7(9) 6-3,5,6,3,6,26,8,13
Wimbledon,Grass,G,2016-06-27,2016,Lucas Pouille,R,186,FRA,22,joven,30,1311,Bernard Tomic,R,193,AUS,23,joven,19,1760,6-4 4-6 3-6 6-4 10-8,5,27,5,10,29,17,22
Wimbledon,Grass,G,2016-06-27,2016,Jo Wilfried Tsonga,R,188,FRA,31,adulto,12,2725,Richard Gasquet,R,185,FRA,30,adulto,10,2905,4-2 RET,5,2,1,1,0,2,3
Wimbledon,Grass,G,2016-06-27,2016,Andy Murray,R,190,GBR,29,adulto,2,8915,Nick Kyrgios,R,186,AUS,21,joven,18,1855,7-5 6-1 6-4,5,8,0,0,11,9,13
Wimbledon,Grass,G,2016-06-27,2016,Milos Raonic,R,196,CAN,25,joven,7,3175,Sam Querrey,R,198,USA,28,adulto,41,1075,6-4 7-5 5-7 6-4,5,13,1,2,15,2,5
Wimbledon,Grass,G,2016-06-27,2016,Roger Federer,R,185,SUI,34,viejo,3,6425,Marin Cilic,R,198,CRO,27,adulto,13,2695,6-7(4) 4-6 6-3 7-6(9) 6-3,5,27,7,8,23,7,9
Wimbledon,Grass,G,2016-06-27,2016,Tomas Berdych,R,196,CZE,30,adulto,9,2950,Lucas Pouille,R,186,FRA,22,joven,30,1311,7-6(4) 6-3 6-2,5,10,3,4,9,4,8
Wimbledon,Grass,G,2016-06-27,2016,Andy Murray,R,190,GBR,29,adulto,2,8915,Jo Wilfried Tsonga,R,188,FRA,31,adulto,12,2725,7-6(10) 6-1 3-6 4-6 6-1,5,14,9,13,15,6,12
Wimbledon,Grass,G,2016-06-27,2016,Milos Raonic,R,196,CAN,25,joven,7,3175,Roger Federer,R,185,SUI,34,viejo,3,6425,6-3 6-7(3) 4-6 7-5 6-3,5,23,8,9,16,5,8
Wimbledon,Grass,G,2016-06-27,2016,Andy Murray,R,190,GBR,29,adulto,2,8915,Tomas Berdych,R,196,CZE,30,adulto,9,2950,6-3 6-3 6-3,5,7,2,3,5,5,10
Wimbledon,Grass,G,2016-06-27,2016,Andy Murray,R,190,GBR,29,adulto,2,8915,Milos Raonic,R,196,CAN,25,joven,7,3175,6-4 7-6(3) 7-6(2),5,7,2,2,8,6,7
Bastad,Clay,A,2016-07-11,2016,Albert Ramos,L,188,ESP,28,adulto,35,1210,Fernando Verdasco,L,188,ESP,32,adulto,59,820,6-3 6-4,3,2,3,5,2,4,9
Bastad,Clay,A,2016-07-11,2016,Albert Ramos,L,188,ESP,28,adulto,35,1210,David Ferrer,R,175,ESP,34,viejo,13,2650,7-5 6-4,3,3,3,7,7,5,11
Bastad,Clay,A,2016-07-11,2016,Fernando Verdasco,L,188,ESP,32,adulto,59,820,Gastao Elias,R,178,POR,25,joven,89,649,6-3 6-1,3,2,1,2,1,3,8
Bastad,Clay,A,2016-07-11,2016,David Ferrer,R,175,ESP,34,viejo,13,2650,Dustin Brown,R,196,GER,31,adulto,101,603,6-1 4-6 6-4,3,1,3,5,1,9,13
Bastad,Clay,A,2016-07-11,2016,Albert Ramos,L,188,ESP,28,adulto,35,1210,Andrea Arnaboldi,L,186,ITA,28,adulto,230,235,5-7 7-5 6-0,3,2,6,11,1,7,15
Bastad,Clay,A,2016-07-11,2016,Fernando Verdasco,L,188,ESP,32,adulto,59,820,Facundo Bagnis,L,186,ARG,26,joven,93,622,6-2 6-1,3,0,4,4,1,7,12
Bastad,Clay,A,2016-07-11,2016,Gastao Elias,R,178,POR,25,joven,89,649,Joao Sousa,R,186,POR,27,adulto,30,1355,6-2 6-2,3,4,3,4,0,2,7
Bastad,Clay,A,2016-07-11,2016,David Ferrer,R,175,ESP,34,viejo,13,2650,Calvin Hemery,R,186,FRA,21,joven,378,119,3-6 7-5 6-3,3,2,6,10,8,4,9
Bastad,Clay,A,2016-07-11,2016,Dustin Brown,R,196,GER,31,adulto,101,603,Aljaz Bedene,R,181,GBR,26,joven,68,765,6-3 6-7(5) 6-3,3,4,9,12,7,6,11
Bastad,Clay,A,2016-07-11,2016,Albert Ramos,L,188,ESP,28,adulto,35,1210,Roberto Carballes Baena,R,186,ESP,23,joven,106,581,7-6(5) 6-3,3,2,1,3,4,5,8
Bastad,Clay,A,2016-07-11,2016,Andrea Arnaboldi,L,186,ITA,28,adulto,230,235,Evgeny Donskoy,R,185,RUS,26,joven,79,700,6-3 6-2,3,3,2,2,2,8,11
Bastad,Clay,A,2016-07-11,2016,Fernando Verdasco,L,188,ESP,32,adulto,59,820,Albert Montanes,R,175,ESP,35,viejo,125,472,6-3 6-2,3,3,1,1,1,8,11
Bastad,Clay,A,2016-07-11,2016,Facundo Bagnis,L,186,ARG,26,joven,93,622,Marcel Granollers,R,190,ESP,30,adulto,45,972,7-5 6-3,3,2,0,1,2,4,7
Bastad,Clay,A,2016-07-11,2016,Gastao Elias,R,178,POR,25,joven,89,649,Taro Daniel,R,186,JPN,23,joven,117,517,7-6(1) 3-6 6-2,3,6,11,14,2,4,7
Bastad,Clay,A,2016-07-11,2016,Joao Sousa,R,186,POR,27,adulto,30,1355,Carl Soderlund,R,186,SWE,19,muy joven,479,79,6-3 6-1,3,1,1,2,1,3,8
Bastad,Clay,A,2016-07-11,2016,Calvin Hemery,R,186,FRA,21,joven,378,119,Tristan Lamasine,R,186,FRA,23,joven,190,284,6-4 4-6 6-3,3,6,3,7,4,2,8
Bastad,Clay,A,2016-07-11,2016,Dustin Brown,R,196,GER,31,adulto,101,603,Daniel Munoz De La Nava,L,186,ESP,34,viejo,133,423,6-2 7-6(6),3,5,4,5,0,4,7
Bastad,Clay,A,2016-07-11,2016,Aljaz Bedene,R,181,GBR,26,joven,68,765,Isak Arvidsson,R,186,SWE,23,joven,507,72,6-4 7-6(4),3,2,3,5,5,11,14
Bastad,Clay,A,2016-07-11,2016,Roberto Carballes Baena,R,186,ESP,23,joven,106,581,Michael Berrer,L,193,GER,36,viejo,119,493,7-5 7-5,3,5,2,3,2,8,11
Bastad,Clay,A,2016-07-11,2016,Andrea Arnaboldi,L,186,ITA,28,adulto,230,235,Marco Trungelliti,R,186,ARG,26,joven,127,461,2-6 6-4 6-3,3,2,4,8,5,9,13
Bastad,Clay,A,2016-07-11,2016,Evgeny Donskoy,R,185,RUS,26,joven,79,700,Karen Khachanov,R,186,RUS,20,joven,104,592,3-6 7-6(4) 6-3,3,6,3,6,6,11,13
Bastad,Clay,A,2016-07-11,2016,Fernando Verdasco,L,188,ESP,32,adulto,59,820,Henri Laaksonen,R,186,SUI,24,joven,166,326,6-3 6-2,3,4,5,5,0,2,5
Bastad,Clay,A,2016-07-11,2016,Albert Montanes,R,175,ESP,35,viejo,125,472,Elias Ymer,R,186,SWE,20,joven,155,365,6-4 6-2,3,3,0,0,3,3,6
Bastad,Clay,A,2016-07-11,2016,Facundo Bagnis,L,186,ARG,26,joven,93,622,Jurgen Zopp,R,190,EST,28,adulto,176,307,6-1 6-7(5) 6-1,3,8,10,10,3,2,6
Bastad,Clay,A,2016-07-11,2016,Taro Daniel,R,186,JPN,23,joven,117,517,Horacio Zeballos,L,188,ARG,31,adulto,72,726,6-4 6-2,3,2,1,1,4,0,3
Bastad,Clay,A,2016-07-11,2016,Gastao Elias,R,178,POR,25,joven,89,649,Christian Lindell,R,186,SWE,24,joven,326,142,6-1 6-4,3,2,3,4,4,2,6
Bastad,Clay,A,2016-07-11,2016,Carl Soderlund,R,186,SWE,19,muy joven,479,79,Fred Simonsson,R,186,SWE,21,joven,674,37,6-3 3-6 7-6(5),3,2,4,9,4,12,17
Hamburg,Clay,A,2016-07-11,2016,Martin Klizan,L,190,SVK,27,adulto,47,943,Pablo Cuevas,R,180,URU,30,adulto,24,1555,6-1 6-4,3,1,1,2,5,0,4
Hamburg,Clay,A,2016-07-11,2016,Pablo Cuevas,R,180,URU,30,adulto,24,1555,Renzo Olivo,R,186,ARG,24,joven,153,367,7-5 6-3,3,2,6,6,1,9,11
Hamburg,Clay,A,2016-07-11,2016,Martin Klizan,L,190,SVK,27,adulto,47,943,Stephane Robert,R,185,FRA,36,viejo,83,680,6-3 6-4,3,2,2,4,0,8,12
Hamburg,Clay,A,2016-07-11,2016,Renzo Olivo,R,186,ARG,24,joven,153,367,Philipp Kohlschreiber,R,178,GER,32,adulto,22,1600,1-6 6-0 7-5,3,2,6,10,0,1,7
Hamburg,Clay,A,2016-07-11,2016,Pablo Cuevas,R,180,URU,30,adulto,24,1555,Paul Henri Mathieu,R,185,FRA,34,viejo,66,780,7-6(7) 6-1,3,12,1,1,1,2,4
Hamburg,Clay,A,2016-07-11,2016,Stephane Robert,R,185,FRA,36,viejo,83,680,Guillermo Garcia Lopez,R,188,ESP,33,viejo,56,855,7-6(4) 4-6 6-3,3,2,6,9,1,6,9
Hamburg,Clay,A,2016-07-11,2016,Martin Klizan,L,190,SVK,27,adulto,47,943,Daniel Gimeno Traver,R,185,ESP,30,adulto,156,364,6-4 6-3,3,0,2,4,2,3,8
Hamburg,Clay,A,2016-07-11,2016,Philipp Kohlschreiber,R,178,GER,32,adulto,22,1600,Nicolas Kicker,R,186,ARG,23,joven,144,388,4-6 6-1 6-2,3,4,2,5,1,6,12
Hamburg,Clay,A,2016-07-11,2016,Renzo Olivo,R,186,ARG,24,joven,153,367,Maximo Gonzalez,R,175,ARG,32,adulto,142,398,6-3 6-4,3,4,3,3,1,2,4
Hamburg,Clay,A,2016-07-11,2016,Pablo Cuevas,R,180,URU,30,adulto,24,1555,Thiago Monteiro,L,186,BRA,22,joven,123,481,6-2 6-3,3,1,1,1,1,9,13
Hamburg,Clay,A,2016-07-11,2016,Paul Henri Mathieu,R,185,FRA,34,viejo,66,780,Nicolas Almagro,R,183,ESP,30,adulto,44,979,4-6 7-6(4) 7-5,3,6,11,14,16,3,6
Hamburg,Clay,A,2016-07-11,2016,Guillermo Garcia Lopez,R,188,ESP,33,viejo,56,855,Grega Zemlja,R,183,SLO,29,adulto,151,370,6-2 6-2,3,3,2,3,2,3,8
Hamburg,Clay,A,2016-07-11,2016,Stephane Robert,R,185,FRA,36,viejo,83,680,Inigo Cervantes Huegun,R,186,ESP,26,joven,82,688,7-5 4-6 6-1,3,2,13,17,8,5,12
Hamburg,Clay,A,2016-07-11,2016,Martin Klizan,L,190,SVK,27,adulto,47,943,Louis Wessels,R,186,GER,17,muy joven,65,758,6-1 6-1,3,4,4,4,3,3,8
Hamburg,Clay,A,2016-07-11,2016,Daniel Gimeno Traver,R,185,ESP,30,adulto,156,364,Daniil Medvedev,R,186,RUS,20,joven,215,251,5-7 7-6(4) 7-6(2),3,1,14,18,5,8,11
Hamburg,Clay,A,2016-07-11,2016,Philipp Kohlschreiber,R,178,GER,32,adulto,22,1600,Carlos Berlocq,R,183,ARG,33,viejo,87,657,6-3 6-7(5) 6-3,3,6,0,1,2,14,19
Hamburg,Clay,A,2016-07-11,2016,Nicolas Kicker,R,186,ARG,23,joven,144,388,Thomas Fabbiano,R,186,ITA,27,adulto,113,544,6-3 5-7 6-1,3,2,7,10,4,4,10
Hamburg,Clay,A,2016-07-11,2016,Renzo Olivo,R,186,ARG,24,joven,153,367,Mikhail Youzhny,R,183,RUS,34,viejo,63,788,7-6(5) 2-6 6-1,3,7,5,8,2,6,9
Hamburg,Clay,A,2016-07-11,2016,Maximo Gonzalez,R,175,ARG,32,adulto,142,398,Jeremy Chardy,R,188,FRA,29,adulto,34,1210,6-2 2-6 7-6(4),3,3,7,11,5,3,7
Hamburg,Clay,A,2016-07-11,2016,Pablo Cuevas,R,180,URU,30,adulto,24,1555,Florian Mayer,R,190,GER,32,adulto,77,706,6-4 6-3,3,6,0,0,2,12,15
Hamburg,Clay,A,2016-07-11,2016,Thiago Monteiro,L,186,BRA,22,joven,123,481,Mischa Zverev,L,190,GER,28,adulto,141,398,7-6(5) 6-4,3,1,0,2,7,5,8
Hamburg,Clay,A,2016-07-11,2016,Paul Henri Mathieu,R,185,FRA,34,viejo,66,780,Gerald Melzer,L,186,AUT,25,joven,108,575,6-4 7-6(5),3,7,2,6,5,0,5
Hamburg,Clay,A,2016-07-11,2016,Nicolas Almagro,R,183,ESP,30,adulto,44,979,Jan Satral,R,186,CZE,25,joven,206,260,6-3 3-6 6-2,3,6,5,6,6,7,10
Hamburg,Clay,A,2016-07-11,2016,Guillermo Garcia Lopez,R,188,ESP,33,viejo,56,855,Kenny De Schepper,L,203,FRA,29,adulto,159,350,5-7 6-2 7-6(6),3,2,6,10,2,8,13
Hamburg,Clay,A,2016-07-11,2016,Grega Zemlja,R,183,SLO,29,adulto,151,370,Marvin Moeller,U,186,GER,17,muy joven,65,758,6-1 6-2,3,3,3,3,2,7,11
Hamburg,Clay,A,2016-07-11,2016,Stephane Robert,R,185,FRA,36,viejo,83,680,Leonardo Mayer,R,188,ARG,29,adulto,109,570,7-6(3) 6-4,3,1,4,5,2,2,4
Hamburg,Clay,A,2016-07-11,2016,Inigo Cervantes Huegun,R,186,ESP,26,joven,82,688,Alexander Zverev,R,186,GER,19,muy joven,27,1430,7-5 7-6(2),3,9,1,5,2,2,7
Hamburg,Clay,A,2016-07-11,2016,Martin Klizan,L,190,SVK,27,adulto,47,943,Igor Sijsling,R,190,NED,28,adulto,116,523,6-4 1-6 6-3,3,3,4,9,4,3,8
Hamburg,Clay,A,2016-07-11,2016,Louis Wessels,R,186,GER,17,muy joven,42,1009,Steven Diez,R,186,CAN,25,joven,200,271,5-7 6-2 6-1,3,2,3,5,1,6,11
Hamburg,Clay,A,2016-07-11,2016,Daniil Medvedev,R,186,RUS,20,joven,215,251,Jan Lennard Struff,R,186,GER,26,joven,86,661,6-4 5-7 6-4,3,4,0,1,1,0,2
Hamburg,Clay,A,2016-07-11,2016,Daniel Gimeno Traver,R,185,ESP,30,adulto,156,364,Benoit Paire,R,196,FRA,27,adulto,23,1596,7-5 3-6 6-4,3,2,14,21,8,3,10
Newport,Grass,A,2016-07-11,2016,Ivo Karlovic,R,208,CRO,37,viejo,38,1135,Gilles Muller,L,193,LUX,33,viejo,39,1125,6-7(2) 7-6(5) 7-6(12),3,7,3,5,5,4,8
Newport,Grass,A,2016-07-11,2016,Gilles Muller,L,193,LUX,33,viejo,39,1125,Donald Young,L,183,USA,26,joven,61,792,6-3 6-4,3,18,0,0,0,4,6
Newport,Grass,A,2016-07-11,2016,Ivo Karlovic,R,208,CRO,37,viejo,38,1135,Marcos Baghdatis,R,183,CYP,31,adulto,43,1005,7-6(3) 7-6(6),3,17,0,0,6,8,8
Newport,Grass,A,2016-07-11,2016,Donald Young,L,183,USA,26,joven,61,792,Steve Johnson,R,188,USA,26,joven,25,1520,6-2 6-3,3,8,5,5,4,3,6
Newport,Grass,A,2016-07-11,2016,Gilles Muller,L,193,LUX,33,viejo,39,1125,Adrian Mannarino,L,183,FRA,28,adulto,55,880,2-6 6-1 6-2,3,16,8,10,4,2,6
Newport,Grass,A,2016-07-11,2016,Marcos Baghdatis,R,183,CYP,31,adulto,43,1005,Dudi Sela,R,175,ISR,31,adulto,65,781,6-2 7-5,3,2,6,9,0,5,11
Newport,Grass,A,2016-07-11,2016,Ivo Karlovic,R,208,CRO,37,viejo,38,1135,Marco Chiudinelli,R,185,SUI,34,viejo,136,418,6-3 6-4,3,16,0,0,2,0,2
Newport,Grass,A,2016-07-11,2016,Steve Johnson,R,188,USA,26,joven,25,1520,Yuichi Sugita,R,186,JPN,27,adulto,107,581,6-1 6-4,3,6,3,3,2,1,4
Newport,Grass,A,2016-07-11,2016,Donald Young,L,183,USA,26,joven,61,792,Stefan Kozlov,R,186,USA,18,muy joven,169,317,6-0 6-4,3,2,1,2,0,7,12
Newport,Grass,A,2016-07-11,2016,Gilles Muller,L,193,LUX,33,viejo,39,1125,Victor Estrella,R,173,DOM,35,viejo,75,717,7-6(7) 6-4,3,11,0,2,4,7,10
Newport,Grass,A,2016-07-11,2016,Adrian Mannarino,L,183,FRA,28,adulto,55,880,Samuel Groth,R,186,AUS,28,adulto,134,418,7-6(6) 6-3,3,2,0,2,9,3,6
Newport,Grass,A,2016-07-11,2016,Dudi Sela,R,175,ISR,31,adulto,65,781,Rajeev Ram,R,193,USA,32,adulto,69,753,6-3 6-4,3,3,7,7,6,2,4
Newport,Grass,A,2016-07-11,2016,Marcos Baghdatis,R,183,CYP,31,adulto,43,1005,Brian Baker,R,190,USA,31,adulto,546,60,6-4 6-3,3,6,0,0,3,4,7
Newport,Grass,A,2016-07-11,2016,Marco Chiudinelli,R,185,SUI,34,viejo,136,418,John Patrick Smith,L,186,AUS,26,joven,173,311,1-6 6-3 6-3,3,1,1,4,8,3,7
Newport,Grass,A,2016-07-11,2016,Ivo Karlovic,R,208,CRO,37,viejo,38,1135,Frank Dancevic,R,185,CAN,31,adulto,254,201,3-6 7-6(5) 6-4,3,20,3,4,3,11,12
Newport,Grass,A,2016-07-11,2016,Yuichi Sugita,R,186,JPN,27,adulto,107,581,Amir Weintraub,R,188,ISR,29,adulto,216,250,4-6 6-3 6-2,3,5,1,2,1,4,8
Newport,Grass,A,2016-07-11,2016,Stefan Kozlov,R,186,USA,18,muy joven,169,317,Benjamin Becker,R,178,GER,35,viejo,96,612,6-1 6-2,3,7,1,1,2,2,6
Newport,Grass,A,2016-07-11,2016,Donald Young,L,183,USA,26,joven,61,792,Jared Donaldson,R,186,USA,19,muy joven,145,387,6-1 6-3,3,5,2,2,0,1,5
Newport,Grass,A,2016-07-11,2016,Victor Estrella,R,173,DOM,35,viejo,75,717,Dennis Novikov,R,186,USA,22,joven,128,453,7-6(3) 6-3,3,4,6,6,3,1,2
Newport,Grass,A,2016-07-11,2016,Samuel Groth,R,186,AUS,28,adulto,134,418,Michal Przysiezny,R,185,POL,32,adulto,315,149,7-6(2) 6-4,3,23,2,3,2,6,8
Newport,Grass,A,2016-07-11,2016,Adrian Mannarino,L,183,FRA,28,adulto,55,880,James Duckworth,R,183,AUS,24,joven,202,268,6-7(3) 7-6(5) 7-6(4),3,9,4,7,13,5,8
Newport,Grass,A,2016-07-11,2016,Dudi Sela,R,175,ISR,31,adulto,65,781,Lukas Lacko,R,185,SVK,28,adulto,98,606,6-3 6-2,3,5,1,2,2,0,5
Newport,Grass,A,2016-07-11,2016,Rajeev Ram,R,193,USA,32,adulto,69,753,Mackenzie Mcdonald,R,186,USA,21,joven,419,96,6-2 6-3,3,2,2,3,1,2,6
Newport,Grass,A,2016-07-11,2016,Brian Baker,R,190,USA,31,adulto,546,60,Austin Krajicek,L,186,USA,26,joven,129,448,6-2 3-6 6-2,3,7,5,6,7,3,7
Newport,Grass,A,2016-07-11,2016,Marco Chiudinelli,R,185,SUI,34,viejo,136,418,Alex Kuznetsov,R,183,USA,29,adulto,327,141,6-4 7-6(6),3,4,1,1,7,3,4
Newport,Grass,A,2016-07-11,2016,John Patrick Smith,L,186,AUS,26,joven,173,311,Jordan Thompson,R,186,AUS,22,joven,88,652,6-4 6-4,3,4,12,12,2,3,5
Newport,Grass,A,2016-07-11,2016,Frank Dancevic,R,185,CAN,31,adulto,254,201,Ryan Harrison,R,183,USA,24,joven,158,352,6-4 6-4,3,5,0,0,8,3,5
Gstaad,Clay,A,2016-07-18,2016,Feliciano Lopez,L,188,ESP,34,viejo,21,1675,Robin Haase,R,190,NED,29,adulto,95,615,6-4 7-5,3,8,0,1,7,3,6
Gstaad,Clay,A,2016-07-18,2016,Feliciano Lopez,L,188,ESP,34,viejo,21,1675,Dustin Brown,R,196,GER,31,adulto,99,603,4-6 6-3 6-3,3,9,0,1,7,6,9
Gstaad,Clay,A,2016-07-18,2016,Robin Haase,R,190,NED,29,adulto,95,615,Paul Henri Mathieu,R,185,FRA,34,viejo,60,854,7-6(5) 7-6(2),3,13,4,5,3,4,5
Gstaad,Clay,A,2016-07-18,2016,Feliciano Lopez,L,188,ESP,34,viejo,21,1675,Elias Ymer,R,186,SWE,20,joven,157,357,6-4 7-6(2),3,6,5,5,7,12,13
Gstaad,Clay,A,2016-07-18,2016,Dustin Brown,R,196,GER,31,adulto,99,603,Mikhail Youzhny,R,183,RUS,34,viejo,66,788,6-4 6-4,3,6,8,8,5,3,5
Gstaad,Clay,A,2016-07-18,2016,Paul Henri Mathieu,R,185,FRA,34,viejo,60,854,Albert Ramos,L,188,ESP,28,adulto,31,1360,4-6 6-3 6-4,3,5,5,7,8,1,4
Gstaad,Clay,A,2016-07-18,2016,Robin Haase,R,190,NED,29,adulto,95,615,Thiago Monteiro,L,186,BRA,22,joven,110,546,7-6(2) 7-5,3,6,0,0,2,0,1
Gstaad,Clay,A,2016-07-18,2016,Feliciano Lopez,L,188,ESP,34,viejo,21,1675,Jan Mertl,R,190,CZE,34,viejo,306,158,7-6(4) 6-4,3,9,1,2,8,7,9
Gstaad,Clay,A,2016-07-18,2016,Elias Ymer,R,186,SWE,20,joven,157,357,Konstantin Kravchuk,R,190,RUS,31,adulto,105,585,2-6 7-6(5) 7-5,3,7,6,10,4,4,7
Gstaad,Clay,A,2016-07-18,2016,Dustin Brown,R,196,GER,31,adulto,99,603,Thomaz Bellucci,L,188,BRA,28,adulto,49,930,2-6 7-6(4) 6-1,3,5,8,12,10,2,6
Gstaad,Clay,A,2016-07-18,2016,Mikhail Youzhny,R,183,RUS,34,viejo,66,788,Mirza Basic,R,186,BIH,25,joven,139,418,7-5 5-7 6-3,3,7,3,6,7,10,14
Gstaad,Clay,A,2016-07-18,2016,Paul Henri Mathieu,R,185,FRA,34,viejo,60,854,Henri Laaksonen,R,186,SUI,24,joven,165,331,6-1 6-4,3,7,3,4,3,1,5
Gstaad,Clay,A,2016-07-18,2016,Albert Ramos,L,188,ESP,28,adulto,31,1360,Tristan Lamasine,R,186,FRA,23,joven,182,296,6-4 6-2,3,3,2,3,2,6,10
Gstaad,Clay,A,2016-07-18,2016,Robin Haase,R,190,NED,29,adulto,95,615,Horacio Zeballos,L,188,ARG,31,adulto,73,726,7-6(5) 6-4,3,13,6,7,6,3,5
Gstaad,Clay,A,2016-07-18,2016,Thiago Monteiro,L,186,BRA,22,joven,110,546,Gilles Simon,R,183,FRA,31,adulto,30,1385,6-2 6-4,3,1,7,9,1,3,8
Gstaad,Clay,A,2016-07-18,2016,Jan Mertl,R,190,CZE,34,viejo,306,158,Yann Marti,R,173,SUI,28,adulto,391,111,6-4 6-7(5) 6-2,3,9,2,6,0,11,18
Gstaad,Clay,A,2016-07-18,2016,Elias Ymer,R,186,SWE,20,joven,157,357,Daniel Brands,R,196,GER,29,adulto,135,435,2-6 7-6(7) 7-5,3,9,0,3,10,7,9
Gstaad,Clay,A,2016-07-18,2016,Konstantin Kravchuk,R,190,RUS,31,adulto,105,585,Guido Pella,L,186,ARG,26,joven,51,913,6-7(5) 7-6(4) 7-6(7),3,12,12,13,13,4,5
Gstaad,Clay,A,2016-07-18,2016,Dustin Brown,R,196,GER,31,adulto,99,603,Juan Monaco,R,185,ARG,32,adulto,94,620,6-2 7-5,3,6,0,0,2,4,7
Gstaad,Clay,A,2016-07-18,2016,Mirza Basic,R,186,BIH,25,joven,139,418,Denis Istomin,R,188,UZB,29,adulto,97,611,4-2 RET,3,2,0,0,3,5,6
Gstaad,Clay,A,2016-07-18,2016,Mikhail Youzhny,R,183,RUS,34,viejo,66,788,Johan Nikles,R,186,SUI,19,muy joven,874,18,6-3 6-2,3,1,3,3,1,7,11
Gstaad,Clay,A,2016-07-18,2016,Paul Henri Mathieu,R,185,FRA,34,viejo,60,854,Marco Chiudinelli,R,185,SUI,34,viejo,129,463,7-5 6-1,3,9,0,1,3,1,5
Gstaad,Clay,A,2016-07-18,2016,Henri Laaksonen,R,186,SUI,24,joven,165,331,Jozef Kovalik,R,186,SVK,23,joven,126,476,3-6 6-1 7-6(5),3,10,5,7,4,2,5
Gstaad,Clay,A,2016-07-18,2016,Tristan Lamasine,R,186,FRA,23,joven,182,296,Radu Albot,R,186,MDA,26,joven,89,655,6-4 6-2,3,6,0,1,1,5,9
